epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,36.6714,1.80553,1.1633,1.64164,0.80406,0.76057,0.85675,0.46239,1.48844,0.9448,1.57969,0.0678088,0.000161765,0.000161765
